customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
6776,Kimberly Ross,ledwards@example.net,United States,2024-07-02,Premium,22236.44
3296,Emily Morris,charles45@example.org,Canada,2024-12-31,Standard,30319.25
8702,Robin Mora,nelsonchristine@example.net,Spain,2025-09-03,Basic,2105.29
3430,Michael Singleton,ramirezmargaret@example.com,South Korea,2024-04-25,Basic,37218.61
8871,Jeremy Moran,thomasnelson@example.com,United Kingdom,2022-02-11,Standard,165.57
6963,Kaitlyn Phillips,hensonjohn@example.net,United States,2025-12-12,Basic,30875.64
2089,Angela Watson,ffarmer@example.net,Switzerland,2025-09-07,Basic,2658.42
8500,Walter Romero,adamspatrick@example.com,Switzerland,2026-01-02,Standard,48236.03
6163,Brandon Leblanc,oholt@example.net,United Kingdom,2021-04-10,Basic,6839.43
3211,Jeffrey Vaughn,michaelsellers@example.org,France,2024-03-28,Premium,34714.63
9201,Richard Noble,howardjames@example.com,Norway,2020-08-08,Premium,22309.48
6606,Karen Ross,dewing@example.com,Spain,2024-07-23,Standard,1890.49
1110,Jesse Williams,chandlerjeremy@example.org,Brazil,2023-07-06,Basic,35559.37
5729,Tammy Lynch,kbrown@example.org,Switzerland,2021-11-26,Standard,20630.09
7830,Carol Taylor DDS,christopher62@example.net,Germany,2021-06-22,Premium,39662.13
1039,Daniel White,jeffery31@example.net,Switzerland,2024-07-01,Premium,41685.83
1195,Dale Wright,wwhite@example.org,Singapore,2024-11-08,Standard,36220.08
4475,Patricia Adkins,kevin48@example.org,Canada,2025-12-25,Premium,40889.04
9875,Oscar Thomas,cochrancharles@example.net,Switzerland,2022-06-14,Premium,11508.03
2123,Kevin Carson,davenportmaria@example.org,Germany,2025-09-09,Premium,36076.96
4983,Stacey Stone,haynescynthia@example.net,Argentina,2025-12-07,Premium,44268.16
8974,Amy Burnett,mwest@example.org,Brazil,2022-11-24,Basic,32274.27
5701,Benjamin Mosley,donaldsolomon@example.net,Mexico,2021-03-11,Basic,11292.26
935,Kara Hernandez,lbrown@example.net,Spain,2025-12-05,Standard,30249.3
6102,Patricia Cannon,bonniesnyder@example.com,Brazil,2020-04-27,Premium,23347.69
4690,Alyssa Rodriguez PhD,bushmark@example.org,Germany,2021-06-20,Premium,23374.22
395,Lisa Randall,hickmanerin@example.org,Netherlands,2026-02-01,Basic,34754.19
4686,Erin Price,kmedina@example.org,Switzerland,2020-11-13,Basic,41839.65
8777,Michael Ritter,acostasarah@example.org,New Zealand,2022-05-25,Premium,45732.0
9166,Veronica Ortiz,johnsonmichael@example.com,Italy,2022-09-23,Basic,4339.53
5981,Amber Parker,belljon@example.org,Spain,2021-11-28,Standard,5485.47
9943,Brandon Bray,sheppardpatrick@example.com,United States,2020-03-13,Premium,31595.79
2192,Michael Lucas,trujillovirginia@example.org,Spain,2021-10-29,Standard,6008.66
1298,Kristen Jones,jason63@example.org,Canada,2026-08-09,Premium,26755.1
5045,Michael Bolton,qsmith@example.com,Canada,2026-02-13,Standard,21302.35
1163,Charles Frost,sgoodwin@example.org,Australia,2020-07-17,Premium,12696.84
4255,David Washington III,nathan19@example.org,Australia,2020-04-26,Basic,37008.0
6373,Darren Smith,garycarney@example.org,South Korea,2020-11-13,Premium,4914.89
1528,Rebecca Nguyen,beverly86@example.com,United Kingdom,2024-08-11,Basic,35919.65
4343,Timothy Melton,efowler@example.net,New Zealand,2024-05-27,Standard,26794.27
2031,Elizabeth Matthews,austin77@example.org,Spain,2021-12-08,Standard,29042.14
3061,Amanda Meadows,michael82@example.com,Netherlands,2023-06-12,Premium,19344.55
59,Christopher Parker,user008@nodotdomain,Australia,2023-04-26,Premium,32953.35
2406,Andrea Lee,crystal21@example.org,Canada,2025-11-09,Premium,44751.79
5007,James Anderson,sextonmargaret@example.org,Mexico,2025-12-08,Standard,44964.77
6158,Brenda Oconnor,rachel09@example.net,South Korea,2023-01-03,Standard,19825.28
7376,Janet Flowers,petermartinez@example.net,Germany,2026-01-11,Standard,14296.51
4507,John Ward,steven97@example.org,Brazil,2023-04-07,Basic,2807.83
5215,Jennifer Dawson,donaldjoyce@example.net,Italy,2020-06-04,Standard,28396.58
6030,Vincent Schaefer,miguelbryant@example.net,Brazil,2022-12-28,Premium,33694.34
1781,Breanna Lopez,brownlisa@example.net,Singapore,2020-08-02,Standard,48299.82
5448,Heather Smith,jeremybird@example.com,United States,2020-07-17,Premium,6930.38
4607,Ruth Brown,qnixon@example.net,Mexico,2023-05-27,Standard,44771.9
6915,Kevin Carrillo,zmitchell@example.net,Japan,2022-10-15,Standard,1732.18
677,Shannon Miller,ppena@example.com,Japan,2020-10-08,Premium,24104.62
3583,Paula Lee,codyballard@example.org,Singapore,2023-10-11,Basic,20657.84
3654,Penny Fernandez,jessica12@example.net,Switzerland,2020-02-24,Standard,11924.25
7921,Cathy Young,gmoore@example.com,Italy,2021-04-16,Standard,37392.03
9500,Christine Johnson,amydavis@example.com,Spain,2022-08-08,Premium,6630.02
2733,Robert Valdez,penningtonlisa@example.com,Australia,2021-06-27,Standard,49738.44
4788,Charles Powell,megan13@example.net,India,2024-06-18,Basic,18847.54
2755,Paul Gordon,thompsonwilliam@example.org,France,2025-02-21,Basic,46546.67
2338,Desiree Smith,samanthanunez@example.com,United States,2026-02-21,Premium,27212.26
3644,Gina Rose,fharris@example.org,Canada,2026-03-27,Premium,31127.91
7738,Brandon Stewart,troystewart@example.org,Netherlands,2026-05-04,Premium,28062.02
5517,Janet Graves,tjones@example.net,India,2023-01-20,Standard,36775.61
5247,Rebecca Perez,hartrichard@example.net,United Kingdom,2020-12-11,Standard,16836.0
867,Danielle Bryant,samuel59@example.org,Australia,2022-06-20,Premium,45925.98
4448,Margaret Torres,thomasknight@example.net,Australia,2020-05-16,Standard,40364.41
5072,Sandra Lyons,jefferyaguilar@example.net,Australia,2020-09-03,Premium,27664.33
4882,Lawrence Parks,timothy42@example.net,United Kingdom,2023-01-24,Premium,6565.23
9511,Brian Mills,savannah72@example.com,Australia,2021-06-30,Basic,23799.61
3003,Stacy Myers,bakerlisa@example.org,Italy,2020-11-09,Standard,10521.6
2226,Robert Watkins,javieringram@example.com,Japan,2020-11-03,Premium,9685.71
9057,Johnny Escobar,ryansmith@example.com,Australia,2021-07-12,Standard,42373.82
4827,Jennifer Hurley,erickelly@example.com,Japan,2026-07-19,Standard,24024.23
7622,Jimmy Smith,kevin66@example.com,Norway,2022-03-22,Premium,12207.39
9690,Jacob Moore,hreed@example.com,Argentina,2022-10-02,Standard,2678.91
5501,Ricky Hall,henrykristin@example.org,Brazil,2022-12-09,Premium,28775.96
9701,Curtis Miller,hrichards@example.org,Spain,2021-01-23,Standard,26887.74
8479,Christina Salinas,justin80@example.com,Argentina,2022-08-22,Basic,43278.71
5503,Anne Medina,gsmith@example.net,Sweden,2024-10-21,Standard,33012.76
1211,Jacqueline Dickerson,michaelnewton@example.org,France,2025-11-20,Standard,25340.19
9084,Amy Wilcox,xbrewer@example.org,Norway,2022-05-21,Premium,12786.91
2289,Amanda Robinson,egonzalez@example.com,Italy,2026-01-02,Premium,29491.5
2184,Amber Stevenson,myersrachel@example.org,Brazil,2021-10-10,Standard,37618.53
2863,Lindsay Rogers,brownmatthew@example.com,South Korea,2026-05-08,Premium,24507.85
6862,Michael Stevens,jonathan40@example.net,Sweden,2025-10-07,Standard,11112.82
2363,Joseph Myers,david28@example.org,Spain,2020-06-25,Standard,31856.99
8464,Pamela Meyer,youngdavid@example.com,Italy,2021-10-18,Premium,15956.54
6333,Jeffrey Vaughn,christopher78@example.com,India,2022-08-07,Basic,17399.74
4065,Jenny Cardenas,ogarza@example.com,France,2023-10-09,Standard,29412.98
9547,Benjamin Brown,woodwardpatricia@example.com,Norway,2024-03-16,Basic,45712.86
618,Cody Reid,melissa20@example.org,Canada,2023-11-10,Standard,1037.56
3282,Heidi Gonzalez,fbrown@example.org,Canada,2024-06-02,Basic,25174.5
5227,Jose Collins,njimenez@example.net,New Zealand,2023-09-25,Standard,8349.3
3398,Michael Baker,jamesgill@example.com,Japan,2020-09-23,Basic,23972.95
3066,Heather Ball,adrian19@example.com,France,2022-08-07,Basic,9714.98
767,Lydia Pham,hwagner@example.com,India,2026-07-03,Premium,28452.49
7079,Heather Duffy,tiffanygriffith@example.org,Italy,2023-06-28,Standard,18641.88
5280,Stephen Smith,monicaclark@example.org,Spain,2020-02-01,Premium,26859.11
4150,Melanie Preston,salaskevin@example.com,Singapore,2025-10-23,Premium,761.88
1145,Melissa Davis,csnyder@example.net,United States,2023-03-14,Premium,8746.02
4249,Randy Phillips,jason82@example.com,Spain,2022-07-22,Standard,41298.8
4111,Daniel White,tracywashington@example.net,United Kingdom,2021-05-01,Standard,15980.64
463,Timothy Johnson,cory28@example.com,Sweden,2020-04-13,Premium,25366.59
2933,Tracy Martinez,amywatts@example.com,France,2024-10-24,Basic,28476.5
4624,Richard Goodman,johnsonchristy@example.net,Singapore,2026-01-20,Premium,8911.44
3814,Robert Munoz,ismith@example.com,Australia,2021-03-26,Basic,49525.62
6309,Bryan Harris,schaeferchristopher@example.org,Canada,2024-02-08,Basic,6393.68
4342,Heather Hunt,rodriguezjesse@example.net,Germany,2022-09-17,Basic,48901.24
5301,Elizabeth Miller,eugenepowell@example.com,Sweden,2021-03-27,Premium,40837.32
6805,Laura Daniel,dmoore@example.org,Argentina,2021-12-05,Premium,31143.7
3283,Joseph Heath,griffithmatthew@example.com,India,2020-10-02,Premium,37523.29
2575,Joseph Graves PhD,jose43@example.com,Norway,2020-04-18,Basic,48180.53
7962,Madeline Boyle,ashley18@example.net,France,2023-06-07,Standard,46699.66
7880,Robert Vazquez,kristen08@example.net,New Zealand,2026-07-06,Basic,1357.71
829,Dennis Marshall,briangarcia@example.com,United States,2020-02-21,Premium,30841.21
6487,Michael Dalton,meyerkenneth@example.org,Mexico,2023-03-30,Standard,41204.95
7600,Daniel Thomas,nicolewood@example.net,Mexico,2023-07-09,Basic,16708.06
2541,Justin Herrera,katie47@example.com,India,2024-04-30,Premium,1880.69
5747,Elizabeth Skinner MD,michelle24@example.net,Norway,2025-11-13,Premium,21516.06
8527,Suzanne Luna,ejones@example.org,Australia,2025-03-01,Premium,41471.8
9567,Thomas Wise,michaelpierce@example.com,South Korea,2025-04-05,Standard,39239.53
3743,Patrick Blackburn,hkim@example.net,Germany,2021-03-10,Standard,18144.51
7499,Stacy Smith,amyharrison@example.com,Spain,2023-12-16,Basic,28378.73
3525,Steven Clark,emily40@example.org,Canada,2025-02-22,Standard,38930.9
21,John Bishop,,Switzerland,2026-05-25,Basic,49905.08
1916,Kelly Calderon,xbrown@example.net,Germany,2023-01-22,Premium,25041.95
6572,Frank Lawrence,jennifergarcia@example.net,Australia,2026-03-22,Premium,12715.02
9019,William Ray,hcurtis@example.com,Singapore,2020-05-12,Standard,49457.29
2013,Jeffrey Drake MD,schneiderthomas@example.org,Norway,2023-11-09,Premium,36946.83
5406,Robert Ellison,cjohnson@example.org,Sweden,2025-04-16,Premium,11696.03
1296,Cody Bailey,cory58@example.com,Australia,2022-02-09,Standard,6054.46
3746,Brian Fuller,stewarttyler@example.com,Mexico,2021-04-18,Basic,41749.71
592,Laura Griffin,zoehoover@example.org,United States,2026-05-11,Basic,18764.97
1407,Debra Bradley,james22@example.org,France,2020-09-06,Standard,37112.92
222,Dana Chapman,zgentry@example.net,Spain,2021-06-08,Basic,48441.54
5618,Matthew Farley,cooperlori@example.net,United States,2023-06-12,Premium,3460.02
6249,Susan Molina,paulmichael@example.net,Singapore,2024-09-20,Premium,22343.26
4419,Jennifer Fletcher,piercemichelle@example.org,United Kingdom,2024-03-19,Basic,37579.81
859,William Ramos,kylegarner@example.net,Sweden,2023-11-16,Standard,35033.95
1784,Julie Johnson,timothybell@example.net,South Korea,2026-01-16,Standard,43418.99
7260,Brittany Hoffman,elizabeth92@example.org,Switzerland,2020-02-06,Basic,40114.3
6857,Kelly Johnston,llivingston@example.com,United States,2023-02-18,Premium,20818.04
1955,Maria Sims,zachary07@example.org,Japan,2022-06-18,Premium,5196.22
1747,Michelle Mitchell,pmathis@example.net,Spain,2024-06-23,Premium,4595.0
3133,Micheal Pugh,brendamiller@example.net,Australia,2022-05-18,Basic,1589.57
8037,Henry Parker,masontony@example.com,Netherlands,2023-11-04,Basic,17431.89
8851,Haley Harvey,patriciamoore@example.org,Germany,2022-03-22,Basic,42240.13
995,Timothy Monroe,ashley55@example.org,Japan,2020-01-19,Standard,22704.19
6109,Lisa Rodriguez,simonjackie@example.net,Mexico,2021-09-17,Basic,37825.72
731,Ashley Moreno,taylor91@example.org,United Kingdom,2023-12-09,Basic,20103.78
6975,Alexandria Carrillo,wilsonangela@example.net,India,2020-06-22,Premium,47906.64
6274,Richard Reynolds,rberry@example.net,Canada,2024-12-10,Standard,31994.16
6752,Jennifer Anderson,aliciaphelps@example.com,United States,2021-12-29,Standard,27971.09
3510,Joseph Myers,zjones@example.org,Singapore,2024-07-01,Premium,46652.05
3534,Maria Ferguson,scruz@example.net,Netherlands,2026-02-18,Standard,2888.94
2514,Michael Mooney,joseph44@example.net,Spain,2023-08-09,Standard,16435.03
5437,Aaron Henry,louisbarajas@example.org,Argentina,2026-02-16,Standard,14148.12
3626,Richard Dawson,jeffrey56@example.net,Norway,2025-09-23,Basic,14669.46
466,Janet Kane DVM,benjaminhampton@example.com,New Zealand,2021-10-24,Standard,25253.21
6756,Lori Madden,yangcasey@example.org,Germany,2026-04-11,Premium,38744.59
6760,James Bonilla,russellbender@example.net,Argentina,2022-07-13,Standard,42227.73
7992,Michael Gibbs,wilsonelizabeth@example.com,United Kingdom,2023-05-31,Premium,5501.01
158,Colton Martinez,edwardgomez@example.org,Norway,2024-02-04,Premium,44677.7
3961,Juan Harrison,andrew23@example.com,Italy,2020-09-23,Basic,43497.16
8833,Pamela Scott,jonathanmcneil@example.net,Netherlands,2025-06-25,Standard,24164.23
5471,Kathy Lewis,ian53@example.org,Netherlands,2026-06-11,Standard,14836.62
186,Ronald Davis,vdixon@example.org,Australia,2024-10-10,Standard,29790.67
1003,Pamela Hill,alicia98@example.net,Argentina,2023-05-19,Basic,47309.73
9509,Angela Ward,robinsonryan@example.org,Norway,2025-04-17,Standard,49851.17
5624,Paul Anderson,deckermadison@example.com,Germany,2020-12-04,Basic,14068.69
401,Daniel Nguyen,rebeccastevens@example.org,Italy,2026-06-30,Basic,43682.46
6241,Bradley Hoffman,chris19@example.net,Japan,2025-05-15,Basic,26283.37
8941,Christina Fletcher,gabrielle50@example.org,Brazil,2023-06-18,Basic,23111.27
9933,Mariah Nolan,alexandriacain@example.com,Netherlands,2025-05-23,Basic,38052.64
7343,Alison Walker,macknicole@example.com,Argentina,2024-05-14,Standard,34049.93
9833,Nicole Cox,sanderson@example.net,South Korea,2025-05-06,Standard,5206.63
8467,William Ortiz,carlvasquez@example.org,Netherlands,2024-10-01,Premium,30187.63
8757,Edward Duffy,vmaldonado@example.net,Norway,2021-03-17,Basic,27411.09
7959,Gary Smith,john29@example.org,Japan,2020-10-27,Premium,26095.88
1251,Regina Ramos,ztaylor@example.com,United States,2024-05-10,Premium,6844.56
3144,Angela Ramirez,bdouglas@example.org,Brazil,2023-08-06,Premium,23610.13
7431,Alex Johnson,zjohnson@example.com,Japan,2023-04-29,Premium,49236.33
60,Laura Roberts,justtext009,Mexico,2024-10-10,Basic,18082.1
7856,Virginia Morales,hursteric@example.org,Spain,2024-12-15,Premium,13420.8
1114,Matthew Houston,paula13@example.com,Italy,2020-06-24,Premium,26990.3
3058,Jeffery Johnson,alexandra09@example.net,Japan,2026-02-11,Premium,33854.85
9570,Michelle Barnes,wesleylang@example.org,Brazil,2020-09-11,Premium,9279.65
1329,Cindy Cannon,albert42@example.net,Norway,2024-02-13,Premium,11123.65
4996,Laurie Bailey,charles37@example.com,United States,2022-05-29,Standard,46180.9
6683,Tricia Russo,thomasunderwood@example.net,United States,2025-03-13,Premium,46038.53
2073,Arthur Jordan,margarethart@example.net,Germany,2023-01-01,Standard,42022.21
4794,Alison Zuniga,christopher19@example.net,United States,2021-07-29,Standard,4083.24
6830,Breanna Flores,russellrobert@example.net,Netherlands,2020-09-17,Standard,25103.39
9630,Shannon Stokes,david63@example.org,Brazil,2021-01-05,Basic,48875.07
8219,Joshua Mcgee,joyce50@example.org,Norway,2020-11-20,Standard,41212.52
7568,Diane Taylor,andrevega@example.org,Japan,2024-09-26,Basic,3230.44
5923,Carol Bowman,jamesbennett@example.net,Mexico,2023-04-24,Basic,7378.44
1551,Sharon Young,aharding@example.net,Brazil,2020-10-28,Premium,36600.26
1010,Miss Tina Gordon,andersonjuan@example.net,Argentina,2023-07-21,Premium,1576.93
3756,Mary Copeland,patrick24@example.org,Sweden,2025-12-25,Premium,37321.73
8682,Jocelyn Charles,lewisthomas@example.com,United Kingdom,2023-08-26,Premium,11722.7
9343,Lisa Curtis,fjones@example.org,Netherlands,2026-02-19,Basic,43875.06
8010,April Carter,lisa33@example.com,United Kingdom,2024-04-04,Standard,34217.17
3861,Susan Zimmerman,martha51@example.org,United Kingdom,2021-03-28,Premium,31197.57
3149,Lee Barry,parkamy@example.com,Spain,2023-03-19,Premium,3006.37
2520,Chad Dominguez,gward@example.org,South Korea,2023-11-19,Standard,1461.03
3128,Gregory Rios,jbruce@example.net,Netherlands,2022-01-13,Basic,31852.53
9085,Darrell Coleman,rmartinez@example.com,New Zealand,2025-08-16,Standard,33336.8
5317,Kurt Martinez,qgonzalez@example.net,India,2022-07-21,Basic,44291.64
1196,Brittney Rodriguez,michael54@example.org,Switzerland,2023-02-24,Premium,41427.42
9051,Erica Yang,aimee64@example.org,India,2025-12-10,Standard,48734.04
880,Robert Torres,esmith@example.org,Norway,2024-05-08,Premium,39584.83
6990,Pamela Cook,julieguerra@example.org,Mexico,2022-01-26,Basic,5497.91
2488,Joseph Swanson,troycunningham@example.org,Italy,2025-09-15,Premium,11866.35
2841,Melissa Banks,hollandmitchell@example.org,France,2025-07-08,Basic,1914.05
4330,Edwin Munoz,usimmons@example.com,India,2022-11-06,Basic,25208.42
2931,Emily Salazar,davidnichols@example.com,New Zealand,2020-07-09,Premium,8113.53
6425,Thomas Bennett,jillianhall@example.com,United Kingdom,2023-09-06,Basic,32361.09
2486,Connie Scott,brian58@example.org,Japan,2020-08-14,Standard,1743.53
5748,Riley Davenport,omills@example.org,New Zealand,2024-11-28,Basic,33810.74
884,Brian Hunt,stephen57@example.net,Spain,2021-10-15,Premium,45018.5
4915,Kimberly Morgan,sheadawn@example.net,Sweden,2026-02-20,Premium,8772.65
6211,Ruben Benton,nicole65@example.net,Canada,2023-07-06,Standard,26142.89
9579,Tammy Fernandez,rebecca77@example.org,Norway,2024-03-25,Standard,35666.6
212,Chad Scott,wyattkevin@example.com,Argentina,2022-03-24,Premium,34192.7
2276,Rebecca Lee,jamesbutler@example.com,Norway,2021-06-13,Premium,25429.66
2329,Victor Campbell,mayala@example.org,Canada,2026-01-30,Basic,3652.07
4951,Mckenzie Chavez,brandy52@example.com,Spain,2026-06-22,Standard,8061.01
3320,Jeffrey Stanton,tthompson@example.org,Canada,2024-07-01,Premium,2137.76
9835,Katherine Smith,olsoncrystal@example.net,Argentina,2024-03-11,Standard,9353.61
4608,Shawn Lindsey,jacquelineolson@example.net,Brazil,2025-03-13,Basic,34778.14
1439,Susan Cunningham,lmathis@example.com,France,2021-10-25,Basic,26917.74
468,Martha Bailey,scottvelazquez@example.com,Germany,2025-01-23,Premium,41123.34
5467,Molly Jackson,areed@example.com,Singapore,2020-10-21,Basic,38965.14
3330,Sarah Taylor,james10@example.net,France,2020-08-02,Premium,3332.95
5829,Amanda Bennett,veronica99@example.com,Brazil,2023-06-29,Premium,217.4
8608,Lynn Anderson,rdavis@example.org,Germany,2022-10-07,Basic,23662.56
697,Kimberly Myers,walkertommy@example.org,Spain,2020-07-08,Premium,17343.54
7268,Antonio Woods,taylorsamantha@example.com,Australia,2025-05-25,Basic,11492.74
9145,David Bryant,tracey72@example.com,Singapore,2025-11-21,Premium,36393.99
8181,Tina Ortiz,smithsteven@example.net,France,2021-08-31,Basic,49412.58
9939,Autumn Gomez,mark14@example.org,India,2023-07-03,Premium,15009.19
1315,Jacob Erickson,shuff@example.net,Singapore,2024-12-10,Basic,36584.57
2302,Gary Turner,anna66@example.com,India,2022-05-16,Premium,8034.35
2040,Melissa Foster,teresa05@example.org,Argentina,2024-07-26,Premium,42784.78
7109,Janice Fuentes,walter21@example.com,Australia,2022-05-07,Premium,35849.14
3667,William Marsh,ameyers@example.net,Spain,2021-12-26,Premium,41331.53
915,Katherine Gallagher,lscott@example.net,Mexico,2020-04-24,Premium,10633.62
13,Jonathan Peterson,,Canada,2022-05-22,Standard,15988.8
8584,Amber Odom,jonathon31@example.net,United States,2022-03-03,Standard,21910.37
6428,Sydney Smith,sblack@example.com,Germany,2026-06-14,Basic,17482.95
1537,Casey Blanchard,robert21@example.org,Norway,2026-01-07,Standard,22485.49
737,Keith Graham,coxjavier@example.org,Norway,2025-11-09,Basic,27206.32
8202,Tammy Graves,lorispencer@example.org,Argentina,2022-12-28,Standard,41505.61
8653,Kevin Thomas,davidcannon@example.com,Singapore,2025-09-12,Premium,18677.05
454,Laura Hernandez,thompsonjessica@example.net,Mexico,2025-06-03,Premium,7657.03
4346,Michael Nelson,schaefermichael@example.net,Japan,2020-01-17,Standard,4587.47
928,Darryl Acosta,shaneboyd@example.net,Mexico,2023-12-22,Basic,29312.26
6292,Kelsey Smith,hannahcurry@example.org,Mexico,2025-06-14,Basic,24527.63
8282,Katelyn Harper,kimsimpson@example.org,Argentina,2021-12-04,Standard,1649.3
8723,Brian Pacheco,katrinawashington@example.com,Italy,2024-11-12,Premium,7809.62
6474,Margaret Knight,nathan59@example.net,Netherlands,2025-06-30,Basic,38575.48
38,Denise Mccann,,Canada,2025-06-01,Premium,1406.44
5771,Robert Carter,richard34@example.net,Argentina,2022-01-31,Standard,8005.27
2555,Joshua Clark,hmartinez@example.org,Switzerland,2025-12-03,Premium,49000.77
7633,Katrina Mendoza,simpsonmarcus@example.net,Netherlands,2025-07-18,Standard,27793.85
9999,Amy Campbell,cbowman@example.org,Canada,2024-02-12,Standard,3343.47
6621,Patricia Hall,mendezemily@example.org,Spain,2025-04-05,Premium,5402.53
941,Dennis Mills,aallen@example.com,Japan,2021-08-31,Standard,296.83
7399,John Munoz Jr.,smithcharles@example.org,Sweden,2026-01-23,Standard,11889.98
6129,Steve Brewer,linda07@example.com,Sweden,2022-03-26,Premium,49619.0
9830,Jordan Hughes,frankcruz@example.net,France,2024-10-06,Basic,39451.71
2681,Gregory Jacobs,jacobschaefer@example.net,India,2020-12-12,Standard,16940.87
4355,Nathan Adams,jeffrey02@example.com,Singapore,2024-10-11,Standard,35757.29
3059,Justin Smith,brandyrogers@example.com,Argentina,2025-03-22,Standard,6210.64
7881,Bryan Monroe,edwardsdenise@example.com,France,2024-11-05,Basic,35248.74
739,Robert Haynes,erikacarter@example.org,South Korea,2021-12-09,Standard,28091.38
539,Timothy Edwards,richardsondonald@example.com,Japan,2020-03-24,Basic,17959.34
3326,Matthew Thomas,andrewflores@example.net,Italy,2024-03-17,Basic,49357.31
4240,Laura Harrison,reederica@example.com,Mexico,2024-04-13,Basic,5698.41
1401,Bailey Stewart,hbaldwin@example.com,Japan,2023-07-18,Standard,35909.19
4047,Thomas Kaufman,morganbridges@example.com,Sweden,2023-04-06,Basic,35598.56
5138,Allison Chavez,mariahramirez@example.com,New Zealand,2025-02-17,Standard,31038.5
4230,Nicole Moore,heatherward@example.com,Norway,2020-06-12,Premium,39669.67
4192,Elaine Martin,kevinrodriguez@example.net,Italy,2023-12-11,Premium,29328.69
9143,Dawn Daniel,bhamilton@example.com,Germany,2022-11-10,Premium,46202.23
5539,Valerie Lopez,howardmonroe@example.org,Argentina,2026-01-28,Premium,1837.2
2693,Nicholas Richardson,teresa45@example.net,France,2022-12-09,Premium,16830.7
5341,James Schaefer,danielle00@example.org,France,2020-06-07,Premium,32616.98
9918,Dustin Gregory,dholden@example.net,Netherlands,2023-01-21,Standard,38552.87
7671,Samuel Russell,ramosdavid@example.org,Brazil,2021-09-06,Premium,44694.7
9174,Michael Stokes,rodriguezerika@example.com,Brazil,2021-08-12,Premium,47537.8
1808,Ashley Stevens,christopher63@example.com,Singapore,2020-04-07,Standard,11378.09
5112,Charles Chang,marybray@example.org,Canada,2023-01-28,Standard,43406.16
3990,Melvin Flores,mooremolly@example.net,United Kingdom,2023-09-30,Standard,15351.19
3456,Holly Floyd,brenda18@example.net,Norway,2022-12-20,Standard,39332.49
2908,Christopher Johnson,irichardson@example.org,Netherlands,2023-12-02,Premium,7630.07
6652,Krista Curtis,craig27@example.net,Germany,2024-12-04,Standard,44364.65
8288,Margaret Wallace,susanrivera@example.org,Switzerland,2023-01-24,Basic,43006.47
6245,Gregory Martinez,patriciacollins@example.com,Italy,2022-05-18,Standard,39577.74
2698,Andrea Jones,mfranklin@example.com,France,2022-12-26,Basic,12705.52
4017,Michelle Smith,sharpshannon@example.com,United States,2021-01-20,Basic,41669.12
4340,Anthony Marshall,xcabrera@example.com,Brazil,2024-12-08,Basic,21785.86
4646,Derek Williams,monica00@example.com,Brazil,2024-05-21,Standard,9329.98
7740,Nicole Juarez,longchristopher@example.net,United Kingdom,2025-02-19,Premium,4206.94
7092,Bryan Paul,millerwalter@example.org,Spain,2024-05-25,Premium,24134.55
4693,Michael Baker,johnsonstanley@example.com,Germany,2025-06-01,Premium,1275.84
1740,Jennifer Cooper,dtaylor@example.org,Norway,2025-07-30,Basic,7571.76
5407,Brian Lewis,paul17@example.org,New Zealand,2023-01-26,Standard,83.65
4589,Sandra Moore,qmorrison@example.net,South Korea,2020-02-06,Basic,41005.91
3126,Nathan Hess,kelseyfrancis@example.org,Italy,2020-03-16,Premium,36658.67
2158,Jill Roman,edwardsdavid@example.com,Switzerland,2025-04-24,Basic,10920.49
5334,Deborah Simon,devinbernard@example.org,Italy,2022-08-27,Basic,15285.56
8637,Corey Clark,antonioboyd@example.net,United States,2021-11-25,Premium,31215.3
1826,Annette Lane,charleschambers@example.org,India,2024-04-27,Standard,25540.45
4231,Donna Mejia,tara25@example.com,Spain,2023-05-06,Standard,49865.83
3488,Albert Nguyen,williamsonlaura@example.net,Netherlands,2025-11-11,Standard,49763.49
9054,Ronald Baker,nguyenamanda@example.net,Germany,2020-11-20,Premium,44388.83
9769,Dylan Clark,oreyes@example.net,Germany,2020-03-16,Basic,49044.68
3648,David Walker,evalentine@example.org,Brazil,2022-08-23,Basic,48628.64
5903,Sergio Andrews,nkramer@example.org,Argentina,2024-01-12,Premium,33792.87
6386,Claudia Rice,cheryl94@example.org,Spain,2025-03-12,Standard,17552.55
5639,John Stewart,vanessabates@example.org,Norway,2020-01-26,Basic,4295.17
6424,Cody Conley,qsmith@example.com,Australia,2022-12-22,Premium,25546.65
7827,Alexander Cox,ngreene@example.org,Canada,2021-06-06,Premium,18727.7
7744,Marc Brown,lisachase@example.net,Japan,2022-11-29,Standard,19142.92
3013,Eric Jordan,stephensrebecca@example.net,United Kingdom,2023-07-18,Standard,28470.87
7672,Bryan Castro,gramos@example.net,Argentina,2024-07-08,Standard,47337.95
9549,Charles Roman,taylorsteven@example.org,Canada,2023-06-03,Basic,12028.23
9978,Elizabeth Saunders,bferguson@example.com,South Korea,2022-05-21,Basic,21877.13
3081,Phillip Obrien,michael48@example.net,Mexico,2026-06-26,Standard,32502.53
3521,Martha Arnold,robertkelly@example.net,Italy,2022-03-07,Standard,37535.93
4979,Annette Mcguire,lthomas@example.net,Netherlands,2024-05-08,Basic,34109.78
7620,William Juarez,jonesthomas@example.net,Canada,2025-07-26,Basic,31708.53
